,Trial,Instruction,Food,Choice,Liking,Taste,Health,preLiking,subj_idx,rt,response,Taste_centered,Health_centered,preLiking_centered
54,55,Decrease Desire,AppleChips_5_1c..jpg,-2.0,1,1,1,1.0,104,0.9663640028484224,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
55,56,Decrease Desire,FrozenPeaches_2_3Slices.jpg,2.0,1,1,6,4.0,104,0.863326302729547,1.0,-2.2897777777777777,2.445,0.7313749581145985
56,57,Decrease Desire,HersheysKisses_3_15.jpg,2.0,6,5,1,4.0,104,1.1500900065620954,1.0,1.7102222222222223,-2.555,0.7313749581145985
57,58,Decrease Desire,FrozenOkra_2_2pc.jpg,-2.0,1,1,6,1.0,104,0.6123377130643348,0.0,-2.2897777777777777,2.445,-2.2686250418854015
58,59,Decrease Desire,CornFlakes_6_2cups.jpg,-2.0,1,1,6,1.0,104,0.5650350874493597,0.0,-2.2897777777777777,2.445,-2.2686250418854015
59,60,Decrease Desire,BabyFoodCarrots_5_1jar.jpg,-2.0,1,1,1,1.0,104,1.2583310952832107,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
60,61,Focus on Healthiness,FrozenPeas_2_2tbsp.jpg,-2.0,1,1,1,1.0,104,1.4103164570333317,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
61,62,Focus on Healthiness,PopTartStrawberry_5_3tarts.jpg,-2.0,1,1,1,1.0,104,0.8203823097901477,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
62,63,Focus on Healthiness,DriedApricots_2_2.jpg,-2.0,1,1,1,1.0,104,0.9391687350798748,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
63,64,Focus on Healthiness,Strawberries_2_0.5c.jpg,2.0,1,1,6,2.0,104,1.7489449816712297,1.0,-2.2897777777777777,2.445,-1.2686250418854015
64,65,Focus on Healthiness,CheeseNips_5_1c.jpg,-2.0,1,1,1,1.0,104,1.0484957756489166,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
65,66,Focus on Healthiness,SlicedTurkey_2_0.5slice.jpg,-1.0,1,5,3,5.0,104,1.2513033417890256,0.0,1.7102222222222223,-0.5550000000000002,1.7313749581145985
66,67,Focus on Healthiness,FrozenCorn_2_0.5cup.jpg,-2.0,1,1,6,3.0,104,0.8854989362880588,0.0,-2.2897777777777777,2.445,-0.2686250418854015
67,68,Focus on Healthiness,Asparagus_3_7.jpg,-2.0,1,1,6,1.0,104,1.412586150563584,0.0,-2.2897777777777777,2.445,-2.2686250418854015
68,69,Focus on Healthiness,Asparagus_6_FullPack.jpg,-2.0,1,1,6,1.0,104,2.5272209269096493,0.0,-2.2897777777777777,2.445,-2.2686250418854015
69,70,Focus on Healthiness,AlmondMilk_4_1glass.jpg,-2.0,1,1,1,4.0,104,0.9796103916087304,0.0,-2.2897777777777777,-2.555,0.7313749581145985
70,71,Focus on Healthiness,Avocado_2_2pc.jpg,-2.0,1,1,6,3.0,104,1.3433728997260914,0.0,-2.2897777777777777,2.445,-0.2686250418854015
71,72,Focus on Healthiness,LuckyCharms_6_1cup.jpg,-2.0,1,2,1,1.0,104,2.1282053255854407,0.0,-1.2897777777777777,-2.555,-2.2686250418854015
72,73,Focus on Healthiness,CheeseNips_2_5nips.jpg,-2.0,1,1,1,1.0,104,1.2422841538827925,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
73,74,Focus on Healthiness,MnMPlain_3_1tbsp.jpg,-2.0,1,4,1,1.0,104,2.0509003222214237,0.0,0.7102222222222223,-2.555,-2.2686250418854015
74,75,Focus on Healthiness,Beets_5_1can.jpg,-2.0,1,1,6,1.0,104,1.8634759810520336,0.0,-2.2897777777777777,2.445,-2.2686250418854015
75,76,Respond Naturally,BBQCrisps_6_1cup.jpg,-2.0,1,1,1,1.0,104,1.2214720249794482,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
76,77,Respond Naturally,IcebergLettuce_4_8leaves.jpg,2.0,3,4,6,5.0,104,2.247981623495434,1.0,0.7102222222222223,2.445,1.7313749581145985
77,78,Respond Naturally,PureFit_4_2Bars.jpg,-1.0,1,2,6,1.0,104,1.2029267385914864,0.0,-1.2897777777777777,2.445,-2.2686250418854015
78,79,Respond Naturally,RiceKrispiesCereal_3_2tbsp.jpg,-2.0,1,1,1,1.0,104,1.026092209827766,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
79,80,Respond Naturally,OatBran_2_2T.jpg,-2.0,4,1,6,1.0,104,1.2296447463486402,0.0,-2.2897777777777777,2.445,-2.2686250418854015
80,81,Respond Naturally,Reese_4_5Cup.jpg,2.0,1,1,1,1.0,104,1.4751066422395525,1.0,-2.2897777777777777,-2.555,-2.2686250418854015
81,82,Respond Naturally,Orange_1_0.25orange.jpg,-2.0,1,1,6,2.0,104,0.6539924767384946,0.0,-2.2897777777777777,2.445,-1.2686250418854015
82,83,Respond Naturally,MnMPeanuts_4_45.jpg,-2.0,1,1,1,3.0,104,2.8630067038757256,0.0,-2.2897777777777777,-2.555,-0.2686250418854015
83,84,Respond Naturally,BrusselsSprouts_4_1Box.jpg,2.0,4,1,5,5.0,104,1.8607381507499667,1.0,-2.2897777777777777,1.4449999999999998,1.7313749581145985
84,85,Respond Naturally,SevenGrain_1_1.jpg,-2.0,1,1,5,1.0,104,0.6826411922702391,0.0,-2.2897777777777777,1.4449999999999998,-2.2686250418854015
85,86,Respond Naturally,Smartfood_4_100Chips.jpg,-1.0,1,4,6,5.0,104,1.940449696394353,0.0,0.7102222222222223,2.445,1.7313749581145985
86,87,Respond Naturally,Butternut_7_2cups.jpg,-2.0,1,2,6,1.0,104,2.6156639929831726,0.0,-1.2897777777777777,2.445,-2.2686250418854015
87,88,Respond Naturally,FruitCrisps_3_2bars.jpg,-2.0,1,1,1,1.0,104,1.002619798251544,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
88,89,Respond Naturally,KashiBars_4_3bars.jpg,-2.0,1,1,6,1.0,104,0.9662730554482549,0.0,-2.2897777777777777,2.445,-2.2686250418854015
89,90,Respond Naturally,Cheerios_5_2c.jpg,-2.0,1,1,5,1.0,104,0.79846170601013,0.0,-2.2897777777777777,1.4449999999999998,-2.2686250418854015
90,91,Decrease Desire,FrozenBlueberries_3_1cup.jpg,-2.0,1,1,5,1.0,104,1.5747405148140388,0.0,-2.2897777777777777,1.4449999999999998,-2.2686250418854015
91,92,Decrease Desire,Almonds_4_40.jpg,-1.0,1,5,6,1.0,104,1.0747607570265243,0.0,1.7102222222222223,2.445,-2.2686250418854015
92,93,Decrease Desire,RitzCrackers_5_15Crackers.jpg,-2.0,1,1,1,2.0,104,2.258465378123219,0.0,-2.2897777777777777,-2.555,-1.2686250418854015
93,94,Decrease Desire,FrozenPeaches_5_1.5Cups.jpg,-2.0,1,1,1,5.0,104,1.4774253732430225,0.0,-2.2897777777777777,-2.555,1.7313749581145985
94,95,Decrease Desire,RitzCrackers_2_3Crackers.jpg,-2.0,1,1,1,1.0,104,1.123791953406908,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
95,96,Decrease Desire,Mars_4_2Bars.jpg,-2.0,1,1,1,1.0,104,0.7052121127126156,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
96,97,Decrease Desire,Pringles_2_3Chips.jpg,-1.0,5,6,1,3.0,104,1.2347606087714669,0.0,2.7102222222222223,-2.555,-0.2686250418854015
97,98,Decrease Desire,Prunes_5_1c.jpg,-2.0,1,1,1,1.0,104,3.2240299561926804,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
98,99,Decrease Desire,FibreBrownies_2_1bar.jpg,-2.0,1,1,3,2.0,104,1.3655569373477192,0.0,-2.2897777777777777,-0.5550000000000002,-1.2686250418854015
99,100,Decrease Desire,FrozenBroccoli_6_0.5bag.jpg,-1.0,4,1,6,6.0,104,1.997959813223133,0.0,-2.2897777777777777,2.445,2.7313749581145985
100,101,Decrease Desire,Bananas_3_1.jpg,-2.0,1,1,5,1.0,104,1.0325126969946723,0.0,-2.2897777777777777,1.4449999999999998,-2.2686250418854015
101,102,Decrease Desire,Mackerel_1_1fish.jpg,-2.0,1,1,1,1.0,104,2.4383425107516814,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
102,103,Decrease Desire,RaisinBran_7_2cup.jpg,1.0,4,5,2,4.0,104,1.302721123345691,1.0,1.7102222222222223,-1.5550000000000002,0.7313749581145985
103,104,Decrease Desire,RaisinBran_3_2tbsp.jpg,1.0,1,6,2,6.0,104,0.8476628229254857,1.0,2.7102222222222223,-1.5550000000000002,2.7313749581145985
104,105,Decrease Desire,ClamJuice_1_1T.jpg,-2.0,1,4,1,1.0,104,1.2233194830987486,0.0,0.7102222222222223,-2.555,-2.2686250418854015
105,106,Respond Naturally,Triscuit_2_2crackers.jpg,-2.0,1,1,1,1.0,104,0.7937019354394579,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
106,107,Respond Naturally,ClifBar_4_2bars.jpg,-2.0,1,2,6,1.0,104,0.7215011053376656,0.0,-1.2897777777777777,2.445,-2.2686250418854015
107,108,Respond Naturally,HoneyNutCheerios_2_2tbsp.jpg,-2.0,1,1,1,1.0,104,0.8339226382595369,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
108,109,Respond Naturally,Tempeh_4_.5pack.jpg,-2.0,1,1,1,1.0,104,0.7000514893443324,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
109,110,Respond Naturally,Doritos_5_20chips.jpg,1.0,4,5,1,4.0,104,1.5065453616552986,1.0,1.7102222222222223,-2.555,0.7313749581145985
110,111,Respond Naturally,KashiBars_1_0.5bar.jpg,-2.0,1,1,5,1.0,104,0.9245706798137691,0.0,-2.2897777777777777,1.4449999999999998,-2.2686250418854015
111,112,Respond Naturally,Doritos_2_3chips.jpg,1.0,1,4,1,2.0,104,0.7856543736561434,1.0,0.7102222222222223,-2.555,-1.2686250418854015
112,113,Respond Naturally,ClifBar_2_0.5bar.jpg,-2.0,1,2,6,1.0,104,0.9045514183526392,0.0,-1.2897777777777777,2.445,-2.2686250418854015
113,114,Respond Naturally,ChipsAhoy_2_.5cookie.jpg,2.0,6,5,1,6.0,104,1.7540437380012008,1.0,1.7102222222222223,-2.555,2.7313749581145985
114,115,Respond Naturally,PureFit_2_0.5Bars.jpg,-2.0,1,1,1,1.0,104,1.6627351161296249,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
115,116,Respond Naturally,BrusselsSprouts_2_3.jpg,1.0,1,5,6,5.0,104,0.9452325601960184,1.0,1.7102222222222223,2.445,1.7313749581145985
116,117,Respond Naturally,EnglishCucumber_2_2pc.jpg,1.0,6,4,6,4.0,104,1.033721242518368,1.0,0.7102222222222223,2.445,0.7313749581145985
117,118,Respond Naturally,OatmealSquares_7_2Cups.jpg,-2.0,1,2,6,1.0,104,0.7485791963663359,0.0,-1.2897777777777777,2.445,-2.2686250418854015
118,119,Respond Naturally,AllBranCereal_2_1tbsp.jpg,-2.0,1,1,1,1.0,104,0.7756550065823831,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
119,120,Respond Naturally,GreenApple_4_1.jpg,-2.0,1,1,6,1.0,104,1.1082020298090356,0.0,-2.2897777777777777,2.445,-2.2686250418854015
120,121,Focus on Healthiness,Cauliflower_6_0.5bag.jpg,1.0,1,1,6,4.0,104,1.7297687655263871,1.0,-2.2897777777777777,2.445,0.7313749581145985
121,122,Focus on Healthiness,MnMPlain_5_1bag.jpg,-2.0,1,5,1,1.0,104,0.6791686552496685,0.0,1.7102222222222223,-2.555,-2.2686250418854015
122,123,Focus on Healthiness,LaysClassic_3_8Chips.jpg,-1.0,5,1,1,5.0,104,1.8512354305967165,0.0,-2.2897777777777777,-2.555,1.7313749581145985
123,124,Focus on Healthiness,Shreddies_5_2c.jpg,-2.0,1,1,1,2.0,104,0.6990490722528193,0.0,-2.2897777777777777,-2.555,-1.2686250418854015
124,125,Focus on Healthiness,Strawberries_3_0.5bag.jpg,-2.0,1,2,1,1.0,104,0.951834657058498,0.0,-1.2897777777777777,-2.555,-2.2686250418854015
125,126,Focus on Healthiness,GreenBeans_4_.5pck.jpg,-2.0,1,1,6,1.0,104,0.6815549553211895,0.0,-2.2897777777777777,2.445,-2.2686250418854015
126,127,Focus on Healthiness,GreenBeans_2_9beans.jpg,-2.0,1,1,6,1.0,104,1.2299269968971205,0.0,-2.2897777777777777,2.445,-2.2686250418854015
127,128,Focus on Healthiness,Shreddies_2_1T.jpg,-2.0,1,1,1,1.0,104,1.6552517703385092,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
128,129,Focus on Healthiness,Fritos_2_5chips.jpg,-2.0,6,1,1,1.0,104,2.488567712476652,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
129,130,Focus on Healthiness,OikosYogurt_3_2spoonfuls.jpg,-1.0,1,1,6,1.0,104,0.7764504399383441,0.0,-2.2897777777777777,2.445,-2.2686250418854015
130,131,Focus on Healthiness,JuniorMints_4_1box.jpg,-1.0,5,1,1,2.0,104,0.9560410455014791,0.0,-2.2897777777777777,-2.555,-1.2686250418854015
131,132,Focus on Healthiness,AlmondMilk_2_0.25glass.jpg,-1.0,1,1,6,5.0,104,1.0384881406316708,0.0,-2.2897777777777777,2.445,1.7313749581145985
132,133,Focus on Healthiness,Beets_2_5pc.jpg,-2.0,1,1,1,1.0,104,0.7988622737102559,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
133,134,Focus on Healthiness,IceCreamChocolate_1_1tsp.jpg,2.0,6,5,6,5.0,104,1.093739682884916,1.0,1.7102222222222223,2.445,1.7313749581145985
134,135,Focus on Healthiness,Fritos_5_1c.jpg,,5,1,1,1.0,104,,,-2.2897777777777777,-2.555,-2.2686250418854015
135,136,Decrease Desire,Aero_3_1bar.jpg,2.0,6,5,1,6.0,104,0.9221265041232982,1.0,1.7102222222222223,-2.555,2.7313749581145985
136,137,Decrease Desire,MangoChunks_5_1cup.jpg,-2.0,1,2,6,2.0,104,1.8859684985582132,0.0,-1.2897777777777777,2.445,-1.2686250418854015
137,138,Decrease Desire,Bananas_2_0.5.jpg,-2.0,1,1,6,3.0,104,0.8695834267055034,0.0,-2.2897777777777777,2.445,-0.2686250418854015
138,139,Decrease Desire,WaterChestnuts_3_8pc.jpg,-2.0,1,1,6,1.0,104,1.4355262775279698,0.0,-2.2897777777777777,2.445,-2.2686250418854015
139,140,Decrease Desire,VegetableThins_2_5Chips.jpg,-2.0,1,2,6,1.0,104,0.91591642190906,0.0,-1.2897777777777777,2.445,-2.2686250418854015
140,141,Decrease Desire,YorkPeppermintPatties_2_3.jpg,1.0,1,4,5,4.0,104,1.1127787651857943,1.0,0.7102222222222223,1.4449999999999998,0.7313749581145985
141,142,Decrease Desire,Snickers_3_2Bars.jpg,-2.0,1,1,1,1.0,104,0.9532208208547672,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
142,143,Decrease Desire,Caramilk_5_2bars.jpg,1.0,6,6,1,1.0,104,0.7431711048484431,1.0,2.7102222222222223,-2.555,-2.2686250418854015
143,144,Decrease Desire,NatureValleyChocolate_4_2bars.jpg,1.0,5,4,1,4.0,104,1.4426814714170175,1.0,0.7102222222222223,-2.555,0.7313749581145985
144,145,Decrease Desire,AppleChips_2_3chips.jpg,-2.0,1,1,1,1.0,104,0.6608768241494545,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
145,146,Decrease Desire,Caramilk_2_2pc.jpg,1.0,5,5,1,4.0,104,0.7638555082448875,1.0,1.7102222222222223,-2.555,0.7313749581145985
146,147,Decrease Desire,Snickers_2_1Bar.jpg,-2.0,1,1,1,1.0,104,0.9784657088384848,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
147,148,Decrease Desire,ProMax_2_0.25bar.jpg,-2.0,1,1,6,1.0,104,1.1414611226937268,0.0,-2.2897777777777777,2.445,-2.2686250418854015
148,149,Decrease Desire,Mackerel_3_4fish.jpg,-2.0,1,1,6,1.0,104,0.6751262002071599,0.0,-2.2897777777777777,2.445,-2.2686250418854015
149,150,Decrease Desire,BabyFoodCarrots_3_2Tbsp.jpg,-2.0,1,1,6,1.0,104,0.6363483963868929,0.0,-2.2897777777777777,2.445,-2.2686250418854015
150,151,Respond Naturally,IceCreamVanilla_4_3scoops.jpg,1.0,6,6,1,5.0,104,1.8481346660119016,1.0,2.7102222222222223,-2.555,1.7313749581145985
151,152,Respond Naturally,BabyFoodSweetPotatos_5_1jar.jpg,-2.0,1,2,1,1.0,104,0.6628542885882779,0.0,-1.2897777777777777,-2.555,-2.2686250418854015
152,153,Respond Naturally,GreenPepper_2_2pc.jpg,-2.0,1,1,6,3.0,104,1.4976062872883629,0.0,-2.2897777777777777,2.445,-0.2686250418854015
153,154,Respond Naturally,DriedHerring_3_4fish.jpg,-2.0,1,1,1,1.0,104,0.5942129514805856,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
154,155,Respond Naturally,MnMPeanuts_2_4.jpg,-2.0,1,5,1,1.0,104,0.8007160040651797,0.0,1.7102222222222223,-2.555,-2.2686250418854015
155,156,Respond Naturally,Smartfood_2_8Chips.jpg,-1.0,6,4,5,6.0,104,1.0682159655771102,0.0,0.7102222222222223,1.4449999999999998,2.7313749581145985
156,157,Respond Naturally,GreenPepper_6_1pepper.jpg,-2.0,1,1,6,1.0,104,0.5603471624635858,0.0,-2.2897777777777777,2.445,-2.2686250418854015
157,158,Respond Naturally,GreenApple_2_1slice.jpg,-2.0,1,1,6,2.0,104,0.9088496094991568,0.0,-2.2897777777777777,2.445,-1.2686250418854015
158,159,Respond Naturally,Tempeh_2_1Tbsp.jpg,-2.0,1,1,1,1.0,104,0.7618144661682891,0.0,-2.2897777777777777,-2.555,-2.2686250418854015
159,160,Respond Naturally,Butternut_3_0.3cup.jpg,-2.0,1,2,6,1.0,104,0.5761477761188871,0.0,-1.2897777777777777,2.445,-2.2686250418854015
160,161,Respond Naturally,ChipsAhoy_4_2cookies.jpg,2.0,6,1,1,6.0,104,1.9813860041322189,1.0,-2.2897777777777777,-2.555,2.7313749581145985
161,162,Respond Naturally,HoneyNutCheerios_5_2cup.jpg,-2.0,1,1,3,1.0,104,0.5566020683545503,0.0,-2.2897777777777777,-0.5550000000000002,-2.2686250418854015
162,163,Respond Naturally,SunChips_4_20Chips.jpg,1.0,6,4,1,4.0,104,1.9148683885650823,1.0,0.7102222222222223,-2.555,0.7313749581145985
163,164,Respond Naturally,SunChips_2_3Chips.jpg,1.0,1,2,1,4.0,104,0.6103682314715115,1.0,-1.2897777777777777,-2.555,0.7313749581145985
